2023-01-16 13:39:35,0
2023-01-16 13:39:40,0.267
2023-01-16 13:39:45,1.20
2023-01-16 13:39:50,2.93
2023-01-16 13:39:55,5.87
2023-01-16 13:40:00,10.2
2023-01-16 13:40:05,16.3
2023-01-16 13:40:10,23.7
2023-01-16 13:40:15,32.5
2023-01-16 13:40:20,42.1
2023-01-16 13:40:25,52.7
2023-01-16 13:40:30,63.9
2023-01-16 13:40:35,75.7
2023-01-16 13:40:40,88
2023-01-16 13:40:45,99.9
2023-01-16 13:40:50,112
2023-01-16 13:40:55,123
2023-01-16 13:41:00,135
2023-01-16 13:41:05,144
2023-01-16 13:41:10,157
2023-01-16 13:41:15,165
2023-01-16 13:41:20,173
2023-01-16 13:41:25,174
2023-01-16 13:41:30,176
2023-01-16 13:41:35,177
2023-01-16 13:41:40,179
2023-01-16 13:41:45,210
2023-01-16 13:41:50,224
2023-01-16 13:41:55,228
2023-01-16 13:42:00,205
2023-01-16 13:42:05,195
2023-01-16 13:42:10,194
2023-01-16 13:42:15,189
2023-01-16 13:42:20,187
2023-01-16 13:42:25,180
2023-01-16 13:42:30,177
2023-01-16 13:42:35,171
2023-01-16 13:42:40,169
2023-01-16 13:42:45,159
2023-01-16 13:42:50,161
2023-01-16 13:42:55,157
2023-01-16 13:43:00,160
2023-01-16 13:43:05,151
2023-01-16 13:43:10,150
2023-01-16 13:43:15,149
2023-01-16 13:43:20,152
2023-01-16 13:43:25,153
2023-01-16 13:43:30,158
2023-01-16 13:43:35,164
2023-01-16 13:43:40,173
2023-01-16 13:43:45,181
2023-01-16 13:43:50,192
2023-01-16 13:43:55,205
2023-01-16 13:44:00,213
2023-01-16 13:44:05,224
2023-01-16 13:44:10,232
2023-01-16 13:44:15,244
2023-01-16 13:44:20,253
2023-01-16 13:44:25,260
2023-01-16 13:44:30,267
2023-01-16 13:44:35,272
2023-01-16 13:44:40,274
2023-01-16 13:44:45,272
2023-01-16 13:44:50,272
2023-01-16 13:44:55,268
2023-01-16 13:45:00,265
2023-01-16 13:45:05,257
2023-01-16 13:45:10,249
2023-01-16 13:45:15,239
2023-01-16 13:45:20,228
2023-01-16 13:45:25,218
2023-01-16 13:45:30,207
2023-01-16 13:45:35,196
2023-01-16 13:45:40,185
2023-01-16 13:45:45,176
2023-01-16 13:45:50,168
2023-01-16 13:45:55,161
2023-01-16 13:46:00,156
2023-01-16 13:46:05,153
2023-01-16 13:46:10,152
2023-01-16 13:46:15,153
2023-01-16 13:46:20,157
2023-01-16 13:46:25,164
2023-01-16 13:46:30,174
2023-01-16 13:46:35,186
2023-01-16 13:46:40,201
2023-01-16 13:46:45,215
2023-01-16 13:46:50,233
2023-01-16 13:46:55,249
2023-01-16 13:47:00,268
2023-01-16 13:47:05,282
2023-01-16 13:47:10,294
2023-01-16 13:47:15,292
2023-01-16 13:47:20,295
2023-01-16 13:47:25,307
2023-01-16 13:47:30,288
2023-01-16 13:47:35,340
2023-01-16 13:47:40,357
2023-01-16 13:47:45,411
2023-01-16 13:47:50,386
2023-01-16 13:47:55,364
2023-01-16 13:48:00,341
2023-01-16 13:48:05,313
2023-01-16 13:48:10,301
2023-01-16 13:48:15,281
2023-01-16 13:48:20,264
2023-01-16 13:48:25,244
2023-01-16 13:48:30,225
2023-01-16 13:48:35,202
2023-01-16 13:48:40,180
2023-01-16 13:48:45,158
2023-01-16 13:48:50,131
2023-01-16 13:48:55,99.5
2023-01-16 13:49:00,69.1
2023-01-16 13:49:05,79.5
2023-01-16 13:49:10,62.9
2023-01-16 13:49:15,49.9
2023-01-16 13:49:20,33.4
2023-01-16 13:49:25,32.8
2023-01-16 13:49:30,32.3
2023-01-16 13:49:35,5.53
2023-01-16 13:49:40,2.07
2023-01-16 13:49:45,0.533
2023-01-16 13:49:50,0.0667
2023-01-16 13:49:55,0
2023-01-16 13:50:00,0